N,P,K,temperature,humidity,rainfall,label,Yield,Soil_Moisture
31.005483767229716,54.98818616198339,22.003152208930356,22.905914067677095,21.325943399004878,109.227835307505,kidneybeans,19.414263953570426,27.99170837984477
31.00350374500115,50.99199406526978,25.008432419321718,27.541922988641307,85.58165052929375,53.036775492781906,mungbean,15.609601996371332,35.965659703151665
7.006905117009214,21.002161613857695,34.99807871910396,25.753324141695412,94.65328095374589,131.27458318663432,coconut,11.968219498642924,56.19645874554779
14.018134435560267,17.984838544254334,30.010589658458112,29.80891305880303,52.14254600035774,95.73802678658055,mango,14.215417529714323,33.52638983593916
81.01036978194364,40.99529298245188,38.013251056589105,22.68991045609254,83.73321638122842,200.9053459545893,rice,22.381353253689184,66.22218151849074
1.000876023714063,30.020201796511678,10.008550795072658,11.895399838402689,91.3469044070807,103.57516212207307,orange,7.898391652852319,48.120255410048344
90.99748228139445,35.000743710466125,38.98269819742185,23.779049495275643,80.43386648390896,206.24904947645823,rice,24.329489611125688,64.98431994158469
36.992676642145184,64.02439392235515,22.00467448843403,17.506219300127697,18.81116970236305,121.95031424549559,kidneybeans,16.060951419590573,29.8320629877739
27.99370302691638,48.01260346522697,14.997703059723127,25.166688556620752,55.26248483612185,40.903361955055125,mothbeans,10.45761249610528,24.03473440907072
95.9974948147155,85.99582244674903,51.01033379769609,29.881039943293253,76.98608887844249,92.00263091047157,banana,23.86462642515209,42.05886076186516
31.99609395738136,11.000460693827497,30.98700756426813,25.055664503054203,93.3176608471999,134.84268833750878,coconut,16.485254627006157,55.071624725589814
17.99349818103073,30.007760052804375,28.990274620869467,26.760974826119387,92.85143694891016,224.594160338424,coconut,18.84309065916708,73.21586339552806
119.99910193656717,23.003131619149382,27.98975236415383,25.666024386525944,51.30575152359596,196.26664000949876,coffee,25.107143015693875,55.74412113985991
21.011038635544818,62.986757054381926,17.010010794673565,15.782117212889935,19.24791197316282,108.35855450699778,kidneybeans,17.701883988070577,26.474878182941993
26.010706766560556,56.002905524866506,22.00573740706592,23.05366914076223,60.44568444355929,52.60033636625651,lentil,10.781733971842678,29.455448050771626
6.0144634847361855,141.98788709702183,201.99430954355606,27.24110820357209,82.94309738710699,70.42807751104877,grapes,39.46436760395141,39.00920821389103
40.004805827617545,78.99585355325372,17.012045045714327,21.12827272887039,63.19020664788649,38.71669064707465,lentil,13.743113005167096,27.592339169958667
19.99392861238489,76.99629778296115,23.01072735689729,34.86235906860975,38.83258260802834,148.25305818041423,pigeonpeas,19.47186881350037,41.05308411499055
1.9998321573820057,38.0069541490318,18.004847561604244,27.549145211450078,89.92745133863394,45.48273495978641,mungbean,7.334859785752831,35.57381438338107
9.994036675939336,124.99438887920228,196.00059735736517,22.317141825612605,90.04222298245372,113.06286398312812,apple,37.94571793497153,51.13344543750236
90.00511413800092,50.00608649443225,44.01396779171342,26.917144061572202,73.47744534743381,171.46808347081338,jute,26.42989799227235,57.266473373201634
25.993686315535033,14.992848417010036,5.994553583906583,17.224638975859087,94.78114721127257,107.99777639859298,orange,8.879509246486686,48.29788458577074
83.01602580424989,78.99550879534748,54.98739775780932,25.136518964903807,83.34330596231318,98.67912116432773,banana,24.467930399701547,44.956207839252556
21.994296268387494,58.99871119520405,22.990679657990306,27.313634761478983,51.279406901285185,36.49928416777225,mothbeans,12.805185797854286,21.10688895012386
32.96726742714921,36.99859317648846,19.00624105293555,27.91761195665819,86.57377956733451,43.499736342032456,mungbean,11.882791002628345,34.21821067389732
21.009547624568956,29.01587475988133,11.982600610366976,22.30705303253279,92.17511634263418,117.36203096263769,orange,12.815682099124004,51.234018067725714
74.00310249224093,42.995073841996216,23.00788896629793,25.944005566798236,61.88555790032223,99.59088418078345,maize,16.621898848902376,38.29519405191522
10.98109118383159,45.97332585107422,23.994653762472325,27.661668905235242,89.80281388150092,56.50208588720068,mungbean,9.932136659508673,38.266119081849844
22.01189860710043,51.00012831936967,15.997985674927069,27.98225546230615,61.33232516968965,70.11650986696893,mothbeans,12.26724009829836,31.919865017749267
2.0044820341808687,21.007087804151322,34.99344388438445,25.025180326375292,91.54520982004875,179.83513921948202,coconut,13.727151297442372,61.95083197285615
59.01115314511891,47.004501743305504,52.994987571047446,32.86559016831465,91.46659574574812,47.27500234238977,papaya,18.78963268845735,37.96779877730558
4.975494064754089,76.98472022129756,19.00460897680582,31.084558831267483,66.69073525633671,175.92011086928875,pigeonpeas,18.460045829888244,55.79090570053956
81.00012289448931,6.0122041206667785,55.01320740592549,24.89560107820119,85.89498017238068,51.69886431935881,watermelon,15.480882847528758,35.360249564631424
